Plot Title: 20366930,,chips air,mylar snow foam
#,"Date Time, GMT -0400","Temp, °C - 1","Temp, °C - 2"
607,2018-06-11 1:58:46,4.03,0.13
608,2018-06-11 1:59:46,4.12,0.17
609,2018-06-11 2:00:46,4.20,0.13
610,2018-06-11 2:01:46,4.29,0.17
611,2018-06-11 2:02:46,4.33,0.13
612,2018-06-11 2:03:46,4.37,0.13
613,2018-06-11 2:04:46,4.29,0.13
614,2018-06-11 2:05:46,4.37,0.13
615,2018-06-11 2:06:46,4.12,0.13
616,2018-06-11 2:07:46,3.82,0.13
617,2018-06-11 2:08:46,3.56,0.13
618,2018-06-11 2:09:46,3.56,0.13
619,2018-06-11 2:10:46,3.52,0.13
620,2018-06-11 2:11:46,3.64,0.13
621,2018-06-11 2:12:46,3.73,0.13
622,2018-06-11 2:13:46,3.69,0.08
623,2018-06-11 2:14:46,3.69,0.08
624,2018-06-11 2:15:46,3.64,0.13
625,2018-06-11 2:16:46,3.73,0.08
626,2018-06-11 2:17:46,3.69,0.13
627,2018-06-11 2:18:46,3.73,0.13
628,2018-06-11 2:19:46,3.69,0.08
629,2018-06-11 2:20:46,3.64,0.13
630,2018-06-11 2:21:46,3.56,0.08
631,2018-06-11 2:22:46,3.64,0.08
632,2018-06-11 2:23:46,3.64,0.08
633,2018-06-11 2:24:46,3.64,0.08
634,2018-06-11 2:25:46,3.56,0.13
635,2018-06-11 2:26:46,3.52,0.08
636,2018-06-11 2:27:46,3.56,0.13
637,2018-06-11 2:28:46,3.64,0.13
638,2018-06-11 2:29:46,3.69,0.08
639,2018-06-11 2:30:46,3.60,0.04
640,2018-06-11 2:31:46,3.52,0.13
641,2018-06-11 2:32:46,3.52,0.08
642,2018-06-11 2:33:46,3.64,0.13
643,2018-06-11 2:34:46,3.77,0.08
644,2018-06-11 2:35:46,3.86,0.13
645,2018-06-11 2:36:46,3.73,0.13
646,2018-06-11 2:37:46,3.60,0.08
647,2018-06-11 2:38:46,3.64,0.08
648,2018-06-11 2:39:46,3.56,0.08
649,2018-06-11 2:40:46,3.60,0.13
650,2018-06-11 2:41:46,3.64,0.13
651,2018-06-11 2:42:46,3.60,0.08
652,2018-06-11 2:43:46,3.52,0.13
653,2018-06-11 2:44:46,3.39,0.13
654,2018-06-11 2:45:46,3.43,0.13
655,2018-06-11 2:46:46,3.43,0.08
656,2018-06-11 2:47:46,3.30,0.13
657,2018-06-11 2:48:46,3.26,0.13
658,2018-06-11 2:49:46,3.26,0.13
659,2018-06-11 2:50:46,3.21,0.13
660,2018-06-11 2:51:46,3.26,0.13
661,2018-06-11 2:52:46,3.30,0.08
662,2018-06-11 2:53:46,3.17,0.04
663,2018-06-11 2:54:46,3.26,0.13
664,2018-06-11 2:55:46,3.30,0.08
665,2018-06-11 2:56:46,3.30,0.08
666,2018-06-11 2:57:46,3.26,0.08
667,2018-06-11 2:58:46,3.13,0.08
668,2018-06-11 2:59:46,2.91,0.04
669,2018-06-11 3:00:46,2.91,0.13
670,2018-06-11 3:01:46,2.83,0.08
671,2018-06-11 3:02:46,2.79,0.04
672,2018-06-11 3:03:46,2.91,0.08
673,2018-06-11 3:04:46,2.96,0.04
674,2018-06-11 3:05:46,3.09,0.13
675,2018-06-11 3:06:46,3.17,0.08
676,2018-06-11 3:07:46,3.13,0.08
677,2018-06-11 3:08:46,3.17,0.04
678,2018-06-11 3:09:46,3.34,0.04
679,2018-06-11 3:10:46,3.26,0.08
680,2018-06-11 3:11:46,3.13,0.08
681,2018-06-11 3:12:46,3.00,0.08
682,2018-06-11 3:13:46,2.87,0.04
683,2018-06-11 3:14:46,2.79,0.08
684,2018-06-11 3:15:46,2.74,0.08
685,2018-06-11 3:16:46,2.91,0.08
686,2018-06-11 3:17:46,2.96,0.08
687,2018-06-11 3:18:46,2.96,0.08
688,2018-06-11 3:19:46,2.96,0.08
689,2018-06-11 3:20:46,3.04,0.04
690,2018-06-11 3:21:46,2.83,0.04
691,2018-06-11 3:22:46,3.00,0.04
692,2018-06-11 3:23:46,3.04,-0.00
693,2018-06-11 3:24:46,3.21,0.04
694,2018-06-11 3:25:46,3.09,-0.00
695,2018-06-11 3:26:46,3.04,-0.00
696,2018-06-11 3:27:46,2.91,0.04
697,2018-06-11 3:28:46,2.87,-0.05
698,2018-06-11 3:29:46,2.96,-0.00
699,2018-06-11 3:30:46,3.09,-0.00
700,2018-06-11 3:31:46,3.17,-0.00
701,2018-06-11 3:32:46,3.21,0.04
702,2018-06-11 3:33:46,3.21,0.08
703,2018-06-11 3:34:46,3.13,0.08
704,2018-06-11 3:35:46,3.09,0.08
705,2018-06-11 3:36:46,2.83,0.04
706,2018-06-11 3:37:46,2.79,0.04
707,2018-06-11 3:38:46,2.70,0.04
708,2018-06-11 3:39:46,2.79,0.08
709,2018-06-11 3:40:46,2.70,0.04
710,2018-06-11 3:41:46,2.70,0.08
711,2018-06-11 3:42:46,2.57,-0.00
712,2018-06-11 3:43:46,2.74,0.04
713,2018-06-11 3:44:46,2.83,-0.00
714,2018-06-11 3:45:46,2.87,0.04
715,2018-06-11 3:46:46,2.79,0.04
716,2018-06-11 3:47:46,2.74,0.04
717,2018-06-11 3:48:46,2.91,-0.00
718,2018-06-11 3:49:46,3.00,-0.00
719,2018-06-11 3:50:46,2.96,0.04
720,2018-06-11 3:51:46,3.09,-0.00
721,2018-06-11 3:52:46,3.00,0.04
722,2018-06-11 3:53:46,3.00,-0.05
723,2018-06-11 3:54:46,2.96,-0.00
724,2018-06-11 3:55:46,3.04,-0.00
725,2018-06-11 3:56:46,3.00,-0.00
726,2018-06-11 3:57:46,2.96,0.04
727,2018-06-11 3:58:46,2.87,-0.00
728,2018-06-11 3:59:46,2.57,0.04
729,2018-06-11 4:00:46,2.44,0.04
730,2018-06-11 4:01:46,2.31,0.04
731,2018-06-11 4:02:46,2.27,0.04
732,2018-06-11 4:03:46,2.36,-0.00
733,2018-06-11 4:04:46,2.31,-0.00
734,2018-06-11 4:05:46,2.44,0.04
735,2018-06-11 4:06:46,2.44,-0.00
736,2018-06-11 4:07:46,2.57,-0.05
737,2018-06-11 4:08:46,2.61,-0.00
738,2018-06-11 4:09:46,2.61,-0.00
739,2018-06-11 4:10:46,2.61,0.08
740,2018-06-11 4:11:46,2.53,-0.00
741,2018-06-11 4:12:46,2.66,-0.05
742,2018-06-11 4:13:46,2.74,-0.00
743,2018-06-11 4:14:46,2.70,-0.00
744,2018-06-11 4:15:46,2.70,-0.05
745,2018-06-11 4:16:46,2.74,-0.00
746,2018-06-11 4:17:46,2.53,-0.00
747,2018-06-11 4:18:46,2.27,-0.00
748,2018-06-11 4:19:46,2.31,0.04
749,2018-06-11 4:20:46,2.49,0.04
750,2018-06-11 4:21:46,2.61,-0.00
751,2018-06-11 4:22:46,2.44,-0.00
752,2018-06-11 4:23:46,2.36,-0.00
753,2018-06-11 4:24:46,2.44,0.04
754,2018-06-11 4:25:46,2.23,-0.00
755,2018-06-11 4:26:46,2.10,0.04
756,2018-06-11 4:27:46,2.01,0.04
757,2018-06-11 4:28:46,2.06,-0.00
758,2018-06-11 4:29:46,2.06,0.04
759,2018-06-11 4:30:46,2.10,0.04
760,2018-06-11 4:31:46,2.14,-0.00
761,2018-06-11 4:32:46,2.10,-0.00
762,2018-06-11 4:33:46,2.14,-0.05
763,2018-06-11 4:34:46,2.14,-0.00
764,2018-06-11 4:35:46,2.14,0.04
765,2018-06-11 4:36:46,2.06,-0.00
766,2018-06-11 4:37:46,1.84,-0.00
767,2018-06-11 4:38:46,1.76,-0.00
768,2018-06-11 4:39:46,1.76,-0.05
769,2018-06-11 4:40:46,1.84,-0.00
770,2018-06-11 4:41:46,2.06,0.04
771,2018-06-11 4:42:46,2.01,-0.00
772,2018-06-11 4:43:46,2.10,-0.00
773,2018-06-11 4:44:46,2.10,-0.00
774,2018-06-11 4:45:46,2.06,0.04
775,2018-06-11 4:46:46,2.14,-0.00
776,2018-06-11 4:47:46,2.06,-0.00
777,2018-06-11 4:48:46,2.10,-0.05
778,2018-06-11 4:49:46,2.06,-0.05
779,2018-06-11 4:50:46,2.01,0.04
780,2018-06-11 4:51:46,1.80,-0.00
781,2018-06-11 4:52:46,1.67,-0.00
782,2018-06-11 4:53:46,1.54,-0.00
783,2018-06-11 4:54:46,1.50,0.04
784,2018-06-11 4:55:46,1.54,-0.05
785,2018-06-11 4:56:46,1.46,-0.00
786,2018-06-11 4:57:46,1.33,-0.05
787,2018-06-11 4:58:46,1.41,-0.00
788,2018-06-11 4:59:46,1.54,0.04
789,2018-06-11 5:00:46,1.58,-0.09
790,2018-06-11 5:01:46,1.76,-0.00
791,2018-06-11 5:02:46,1.93,-0.00
792,2018-06-11 5:03:46,1.88,-0.00
793,2018-06-11 5:04:46,1.63,-0.00
794,2018-06-11 5:05:46,1.67,-0.05
795,2018-06-11 5:06:46,1.58,-0.05
796,2018-06-11 5:07:46,1.80,-0.00
797,2018-06-11 5:08:46,1.84,0.04
798,2018-06-11 5:09:46,1.93,-0.00
799,2018-06-11 5:10:46,1.93,-0.05
800,2018-06-11 5:11:46,1.80,-0.00
801,2018-06-11 5:12:46,1.76,0.04
802,2018-06-11 5:13:46,1.71,-0.00
803,2018-06-11 5:14:46,1.84,-0.00
804,2018-06-11 5:15:46,1.88,-0.00
805,2018-06-11 5:16:46,2.06,-0.00
806,2018-06-11 5:17:46,2.01,-0.00
807,2018-06-11 5:18:46,1.88,0.04
808,2018-06-11 5:19:46,2.14,0.04
809,2018-06-11 5:20:46,2.06,-0.00
810,2018-06-11 5:21:46,2.01,-0.00
811,2018-06-11 5:22:46,2.10,-0.00
812,2018-06-11 5:23:46,2.01,-0.05
813,2018-06-11 5:24:46,2.06,-0.00
814,2018-06-11 5:25:46,2.10,0.04
815,2018-06-11 5:26:46,2.31,-0.05
816,2018-06-11 5:27:46,2.31,-0.00
817,2018-06-11 5:28:46,2.36,-0.05
818,2018-06-11 5:29:46,2.31,-0.00
819,2018-06-11 5:30:46,2.31,-0.00
820,2018-06-11 5:31:46,2.40,0.04
821,2018-06-11 5:32:46,1.84,-0.00
822,2018-06-11 5:33:46,1.71,0.04
823,2018-06-11 5:34:46,1.84,-0.00
824,2018-06-11 5:35:46,1.84,-0.05
825,2018-06-11 5:36:46,2.01,-0.00
826,2018-06-11 5:37:46,2.01,-0.05
827,2018-06-11 5:38:46,2.14,-0.05
828,2018-06-11 5:39:46,2.06,-0.00
829,2018-06-11 5:40:46,2.14,-0.00
830,2018-06-11 5:41:46,2.06,-0.00
831,2018-06-11 5:42:46,2.10,-0.00
832,2018-06-11 5:43:46,2.14,0.04
833,2018-06-11 5:44:46,2.14,0.04
834,2018-06-11 5:45:46,2.06,0.04
835,2018-06-11 5:46:46,2.01,-0.00
836,2018-06-11 5:47:46,2.01,-0.00
837,2018-06-11 5:48:46,2.06,-0.00
838,2018-06-11 5:49:46,2.06,-0.00
839,2018-06-11 5:50:46,2.10,0.04
840,2018-06-11 5:51:46,2.06,-0.00
841,2018-06-11 5:52:46,1.88,0.04
842,2018-06-11 5:53:46,1.88,0.08
843,2018-06-11 5:54:46,1.93,-0.00
844,2018-06-11 5:55:46,1.97,-0.00
845,2018-06-11 5:56:46,1.97,-0.00
846,2018-06-11 5:57:46,1.97,-0.00
847,2018-06-11 5:58:46,2.06,-0.00
848,2018-06-11 5:59:46,2.10,0.04
849,2018-06-11 6:00:46,2.14,0.04
850,2018-06-11 6:01:46,2.14,0.04
851,2018-06-11 6:02:46,2.23,-0.05
852,2018-06-11 6:03:46,2.14,-0.00
853,2018-06-11 6:04:46,2.10,-0.00
854,2018-06-11 6:05:46,2.06,0.04
855,2018-06-11 6:06:46,2.14,-0.00
856,2018-06-11 6:07:46,2.14,-0.00
857,2018-06-11 6:08:46,2.27,-0.00
858,2018-06-11 6:09:46,2.31,-0.00
859,2018-06-11 6:10:46,2.44,-0.00
860,2018-06-11 6:11:46,2.57,-0.00
861,2018-06-11 6:12:46,2.53,-0.00
862,2018-06-11 6:13:46,2.61,-0.00
863,2018-06-11 6:14:46,2.66,-0.00
864,2018-06-11 6:15:46,2.70,-0.00
865,2018-06-11 6:16:46,2.74,0.04
866,2018-06-11 6:17:46,2.70,0.04
867,2018-06-11 6:18:46,2.74,0.08
868,2018-06-11 6:19:46,2.66,-0.00
869,2018-06-11 6:20:46,2.66,0.04
870,2018-06-11 6:21:46,2.57,-0.05
871,2018-06-11 6:22:46,2.61,0.04
872,2018-06-11 6:23:46,2.74,0.04
873,2018-06-11 6:24:46,2.91,-0.00
874,2018-06-11 6:25:46,3.13,-0.00
875,2018-06-11 6:26:46,3.26,0.04
876,2018-06-11 6:27:46,3.43,0.04
877,2018-06-11 6:28:46,3.60,0.08
878,2018-06-11 6:29:46,3.56,0.04
879,2018-06-11 6:30:46,3.56,0.04
880,2018-06-11 6:31:46,3.56,-0.00
881,2018-06-11 6:32:46,3.69,0.04
882,2018-06-11 6:33:46,3.77,0.04
883,2018-06-11 6:34:46,3.90,0.04
884,2018-06-11 6:35:46,4.03,0.04
885,2018-06-11 6:36:46,4.20,0.08
886,2018-06-11 6:37:46,4.29,-0.00
887,2018-06-11 6:38:46,4.37,0.04
888,2018-06-11 6:39:46,4.37,0.04
889,2018-06-11 6:40:46,4.59,0.04
890,2018-06-11 6:41:46,4.67,0.08
891,2018-06-11 6:42:46,4.80,0.08
892,2018-06-11 6:43:46,4.80,0.08
893,2018-06-11 6:44:46,4.93,0.04
894,2018-06-11 6:45:46,5.15,0.08
895,2018-06-11 6:46:46,5.02,0.04
896,2018-06-11 6:47:46,4.97,0.08
897,2018-06-11 6:48:46,5.19,0.08
898,2018-06-11 6:49:46,5.66,0.04
899,2018-06-11 6:50:46,6.35,0.04
900,2018-06-11 6:51:46,6.78,0.04
901,2018-06-11 6:52:46,6.90,0.04
902,2018-06-11 6:53:46,7.03,0.04
903,2018-06-11 6:54:46,7.59,0.04
904,2018-06-11 6:55:46,8.06,0.08
905,2018-06-11 6:56:46,8.58,0.08
906,2018-06-11 6:57:46,9.48,0.04
907,2018-06-11 6:58:46,10.16,0.08
908,2018-06-11 6:59:46,10.16,0.13
909,2018-06-11 7:00:46,9.95,0.08
910,2018-06-11 7:01:46,9.69,0.04
911,2018-06-11 7:02:46,9.95,0.04
912,2018-06-11 7:03:46,10.12,0.13
913,2018-06-11 7:04:46,9.48,0.08
914,2018-06-11 7:05:46,8.79,0.08
915,2018-06-11 7:06:46,8.28,0.08
916,2018-06-11 7:07:46,7.89,0.04
917,2018-06-11 7:08:46,7.76,0.08
918,2018-06-11 7:09:46,7.72,0.08
919,2018-06-11 7:10:46,7.72,0.08
920,2018-06-11 7:11:46,7.76,0.08
921,2018-06-11 7:12:46,7.81,0.13
922,2018-06-11 7:13:46,7.93,0.08
923,2018-06-11 7:14:46,8.11,0.13
924,2018-06-11 7:15:46,8.53,0.08
925,2018-06-11 7:16:46,8.79,0.13
926,2018-06-11 7:17:46,8.66,0.08
927,2018-06-11 7:18:46,8.23,0.08
928,2018-06-11 7:19:46,8.06,0.13
929,2018-06-11 7:20:46,7.98,0.08
930,2018-06-11 7:21:46,7.93,0.13
931,2018-06-11 7:22:46,7.93,0.08
932,2018-06-11 7:23:46,8.53,0.13
933,2018-06-11 7:24:46,9.61,0.13
934,2018-06-11 7:25:46,10.81,0.08
935,2018-06-11 7:26:46,11.62,0.13
936,2018-06-11 7:27:46,13.12,0.13
937,2018-06-11 7:28:46,14.80,0.13
938,2018-06-11 7:29:46,15.23,0.13
939,2018-06-11 7:30:46,15.23,0.13
940,2018-06-11 7:31:46,14.71,0.13
941,2018-06-11 7:32:46,15.14,0.13
942,2018-06-11 7:33:46,15.91,0.13
943,2018-06-11 7:34:46,16.43,0.13
944,2018-06-11 7:35:46,15.96,0.13
945,2018-06-11 7:36:46,17.07,0.13
946,2018-06-11 7:37:46,16.17,0.13
947,2018-06-11 7:38:46,15.57,0.17
948,2018-06-11 7:39:46,15.87,0.13
949,2018-06-11 7:40:46,16.69,0.13
950,2018-06-11 7:41:46,17.29,0.13
951,2018-06-11 7:42:46,16.99,0.17
952,2018-06-11 7:43:46,16.60,0.17
953,2018-06-11 7:44:46,17.11,0.17
954,2018-06-11 7:45:46,17.50,0.17
955,2018-06-11 7:46:46,17.72,0.21
956,2018-06-11 7:47:46,17.72,0.21
957,2018-06-11 7:48:46,17.97,0.17
958,2018-06-11 7:49:46,17.11,0.17
959,2018-06-11 7:50:46,17.33,0.21
960,2018-06-11 7:51:46,16.94,0.17
961,2018-06-11 7:52:46,15.61,0.17
962,2018-06-11 7:53:46,15.78,0.21
963,2018-06-11 7:54:46,16.17,0.21
964,2018-06-11 7:55:46,15.10,0.25
965,2018-06-11 7:56:46,15.48,0.17
966,2018-06-11 7:57:46,15.83,0.21
967,2018-06-11 7:58:46,16.13,0.21
968,2018-06-11 7:59:46,15.57,0.30
969,2018-06-11 8:00:46,16.08,0.25
970,2018-06-11 8:01:46,16.60,0.25
971,2018-06-11 8:02:46,16.99,0.25
972,2018-06-11 8:03:46,16.94,0.30
973,2018-06-11 8:04:46,16.13,0.34
974,2018-06-11 8:05:46,16.99,0.30
975,2018-06-11 8:06:46,16.17,0.38
976,2018-06-11 8:07:46,15.96,0.38
977,2018-06-11 8:08:46,16.60,0.43
978,2018-06-11 8:09:46,16.73,0.47
979,2018-06-11 8:10:46,16.81,0.47
980,2018-06-11 8:11:46,17.84,0.43
981,2018-06-11 8:12:46,17.84,0.43
982,2018-06-11 8:13:46,17.84,0.47
983,2018-06-11 8:14:46,17.59,0.51
984,2018-06-11 8:15:46,18.02,0.55
985,2018-06-11 8:16:46,16.81,0.51
986,2018-06-11 8:17:46,17.07,0.51
987,2018-06-11 8:18:46,18.02,0.51
988,2018-06-11 8:19:46,18.27,0.55
989,2018-06-11 8:20:46,19.60,0.55
990,2018-06-11 8:21:46,20.33,0.55
991,2018-06-11 8:22:46,19.35,0.51
992,2018-06-11 8:23:46,19.05,0.55
993,2018-06-11 8:24:46,18.70,0.55
994,2018-06-11 8:25:46,18.27,0.55
995,2018-06-11 8:26:46,17.67,0.55
996,2018-06-11 8:27:46,17.20,0.60
997,2018-06-11 8:28:46,17.54,0.64
998,2018-06-11 8:29:46,17.16,0.68
999,2018-06-11 8:30:46,16.64,0.73
1000,2018-06-11 8:31:46,17.37,0.68
1001,2018-06-11 8:32:46,18.27,0.68
1002,2018-06-11 8:33:46,19.30,0.73
1003,2018-06-11 8:34:46,19.56,0.68
1004,2018-06-11 8:35:46,18.66,0.64
1005,2018-06-11 8:36:46,18.23,0.73
1006,2018-06-11 8:37:46,17.97,0.73
1007,2018-06-11 8:38:46,17.76,0.81
1008,2018-06-11 8:39:46,17.76,0.81
1009,2018-06-11 8:40:46,18.87,0.81
1010,2018-06-11 8:41:46,18.27,0.77
1011,2018-06-11 8:42:46,19.35,0.81
1012,2018-06-11 8:43:46,18.70,0.77
1013,2018-06-11 8:44:46,18.96,0.81
1014,2018-06-11 8:45:46,18.40,0.81
1015,2018-06-11 8:46:46,18.23,0.81
1016,2018-06-11 8:47:46,19.52,0.81
1017,2018-06-11 8:48:46,20.42,0.77
1018,2018-06-11 8:49:46,20.55,0.81
1019,2018-06-11 8:50:46,19.99,0.86
1020,2018-06-11 8:51:46,18.96,0.86
1021,2018-06-11 8:52:46,19.05,0.81
1022,2018-06-11 8:53:46,19.13,0.86
1023,2018-06-11 8:54:46,18.83,0.81
1024,2018-06-11 8:55:46,18.96,0.86
1025,2018-06-11 8:56:46,18.44,0.94
1026,2018-06-11 8:57:46,18.74,0.94
1027,2018-06-11 8:58:46,19.35,0.98
1028,2018-06-11 8:59:46,18.66,0.94
1029,2018-06-11 9:00:46,18.44,0.94
1030,2018-06-11 9:01:46,19.00,0.94
1031,2018-06-11 9:02:46,18.62,0.98
1032,2018-06-11 9:03:46,19.09,0.94
1033,2018-06-11 9:04:46,19.39,0.94
1034,2018-06-11 9:05:46,20.07,0.98
1035,2018-06-11 9:06:46,20.37,0.98
1036,2018-06-11 9:07:46,19.39,0.98
1037,2018-06-11 9:08:46,18.87,0.98
1038,2018-06-11 9:09:46,18.96,1.07
1039,2018-06-11 9:10:46,20.46,1.07
1040,2018-06-11 9:11:46,20.89,1.03
1041,2018-06-11 9:12:46,19.73,1.07
1042,2018-06-11 9:13:46,18.62,1.11
1043,2018-06-11 9:14:46,19.13,1.11
1044,2018-06-11 9:15:46,20.29,1.11
1045,2018-06-11 9:16:46,19.90,1.11
1046,2018-06-11 9:17:46,20.42,1.11
1047,2018-06-11 9:18:46,21.23,1.11
1048,2018-06-11 9:19:46,20.85,1.11
1049,2018-06-11 9:20:46,19.99,1.11
1050,2018-06-11 9:21:46,20.50,1.16
1051,2018-06-11 9:22:46,20.85,1.07
1052,2018-06-11 9:23:46,19.52,1.11
1053,2018-06-11 9:24:46,19.09,1.11
1054,2018-06-11 9:25:46,20.20,1.16
1055,2018-06-11 9:26:46,21.28,1.16
1056,2018-06-11 9:27:46,22.69,1.11
1057,2018-06-11 9:28:46,21.66,1.11
1058,2018-06-11 9:29:46,20.89,1.16
1059,2018-06-11 9:30:46,21.23,1.16
1060,2018-06-11 9:31:46,21.62,1.16
1061,2018-06-11 9:32:46,21.66,1.16
1062,2018-06-11 9:33:46,22.52,1.20
1063,2018-06-11 9:34:46,22.18,1.11
1064,2018-06-11 9:35:46,21.45,1.16
1065,2018-06-11 9:36:46,21.83,1.20
1066,2018-06-11 9:37:46,22.82,1.20
1067,2018-06-11 9:38:46,22.52,1.16
1068,2018-06-11 9:39:46,23.03,1.16
1069,2018-06-11 9:40:46,22.39,1.20
1070,2018-06-11 9:41:46,22.48,1.20
1071,2018-06-11 9:42:46,21.45,1.20
1072,2018-06-11 9:43:46,21.79,1.20
1073,2018-06-11 9:44:46,23.16,1.20
1074,2018-06-11 9:45:46,24.24,1.24
1075,2018-06-11 9:46:46,23.25,1.20
1076,2018-06-11 9:47:46,23.51,1.24
1077,2018-06-11 9:48:46,23.89,1.24
1078,2018-06-11 9:49:46,22.26,1.20
1079,2018-06-11 9:50:46,21.02,1.24
1080,2018-06-11 9:51:46,22.22,1.24
1081,2018-06-11 9:52:46,23.12,1.33
1082,2018-06-11 9:53:46,22.18,1.28
1083,2018-06-11 9:54:46,22.43,1.33
1084,2018-06-11 9:55:46,23.03,1.33
1085,2018-06-11 9:56:46,24.02,1.33
1086,2018-06-11 9:57:46,24.11,1.37
1087,2018-06-11 9:58:46,22.69,1.33
1088,2018-06-11 9:59:46,22.73,1.33
1089,2018-06-11 10:00:46,22.13,1.37
1090,2018-06-11 10:01:46,22.61,1.37
1091,2018-06-11 10:02:46,22.13,1.33
1092,2018-06-11 10:03:46,23.34,1.33
1093,2018-06-11 10:04:46,22.99,1.33
1094,2018-06-11 10:05:46,22.91,1.37
1095,2018-06-11 10:06:46,21.83,1.37
1096,2018-06-11 10:07:46,23.38,1.33
1097,2018-06-11 10:08:46,24.19,1.33
1098,2018-06-11 10:09:46,23.12,1.33
1099,2018-06-11 10:10:46,22.91,1.37
1100,2018-06-11 10:11:46,23.08,1.33
1101,2018-06-11 10:12:46,24.28,1.41
1102,2018-06-11 10:13:46,25.18,1.41
1103,2018-06-11 10:14:46,23.76,1.41
1104,2018-06-11 10:15:46,23.29,1.41
1105,2018-06-11 10:16:46,23.03,1.41
1106,2018-06-11 10:17:46,23.29,1.46
1107,2018-06-11 10:18:46,24.62,1.46
1108,2018-06-11 10:19:46,25.65,1.41
1109,2018-06-11 10:20:46,23.94,1.41
1110,2018-06-11 10:21:46,23.25,1.37
1111,2018-06-11 10:22:46,23.59,1.41
1112,2018-06-11 10:23:46,23.59,1.41
1113,2018-06-11 10:24:46,23.12,1.46
1114,2018-06-11 10:25:46,23.08,1.46
1115,2018-06-11 10:26:46,24.02,1.46
1116,2018-06-11 10:27:46,24.36,1.41
1117,2018-06-11 10:28:46,24.97,1.46
1118,2018-06-11 10:29:46,25.01,1.46
1119,2018-06-11 10:30:46,23.94,1.46
1120,2018-06-11 10:31:46,24.15,1.46
1121,2018-06-11 10:32:46,23.38,1.46
1122,2018-06-11 10:33:46,21.28,1.50
1123,2018-06-11 10:34:46,22.91,1.54
1124,2018-06-11 10:35:46,24.11,1.54
1125,2018-06-11 10:36:46,25.14,1.50
1126,2018-06-11 10:37:46,24.62,1.50
1127,2018-06-11 10:38:46,24.54,1.46
1128,2018-06-11 10:39:46,24.58,1.50
1129,2018-06-11 10:40:46,24.06,1.54
1130,2018-06-11 10:41:46,25.27,1.54
1131,2018-06-11 10:42:46,25.18,1.54
1132,2018-06-11 10:43:46,26.81,1.54
1133,2018-06-11 10:44:46,26.77,1.58
1134,2018-06-11 10:45:46,26.94,1.58
1135,2018-06-11 10:46:46,24.88,1.58
1136,2018-06-11 10:47:46,25.09,1.58
1137,2018-06-11 10:48:46,25.65,1.58
1138,2018-06-11 10:49:46,25.82,1.58
1139,2018-06-11 10:50:46,26.42,1.58
1140,2018-06-11 10:51:46,24.58,1.54
1141,2018-06-11 10:52:46,24.88,1.54
1142,2018-06-11 10:53:46,25.27,1.63
1143,2018-06-11 10:54:46,24.06,1.63
1144,2018-06-11 10:55:46,26.25,1.63
1145,2018-06-11 10:56:46,25.18,1.63
1146,2018-06-11 10:57:46,25.48,1.63
1147,2018-06-11 10:58:46,25.65,1.67
1148,2018-06-11 10:59:46,25.01,1.67
1149,2018-06-11 11:00:46,25.22,1.63
1150,2018-06-11 11:01:46,25.22,1.63
1151,2018-06-11 11:02:46,24.54,1.67
1152,2018-06-11 11:03:46,25.14,1.67
1153,2018-06-11 11:04:46,26.42,1.71
1154,2018-06-11 11:05:46,25.74,1.63
1155,2018-06-11 11:06:46,24.36,1.67
1156,2018-06-11 11:07:46,24.28,1.71
1157,2018-06-11 11:08:46,24.19,1.71
1158,2018-06-11 11:09:46,24.19,1.71
1159,2018-06-11 11:10:46,24.41,1.71
1160,2018-06-11 11:11:46,22.86,1.76
1161,2018-06-11 11:12:46,23.29,1.76
1162,2018-06-11 11:13:46,22.13,1.76
1163,2018-06-11 11:14:46,23.76,1.71
1164,2018-06-11 11:15:46,23.46,1.71
1165,2018-06-11 11:16:46,23.89,1.84
1166,2018-06-11 11:17:46,23.68,1.80
1167,2018-06-11 11:18:46,23.72,1.80
1168,2018-06-11 11:19:46,23.98,1.84
1169,2018-06-11 11:20:46,23.64,1.84
1170,2018-06-11 11:21:46,24.71,1.80
1171,2018-06-11 11:22:46,24.32,1.80
1172,2018-06-11 11:23:46,22.43,1.80
1173,2018-06-11 11:24:46,22.39,1.80
1174,2018-06-11 11:25:46,23.59,1.76
1175,2018-06-11 11:26:46,22.86,1.80
1176,2018-06-11 11:27:46,23.76,1.80
1177,2018-06-11 11:28:46,23.94,1.84
1178,2018-06-11 11:29:46,25.65,1.84
1179,2018-06-11 11:30:46,26.12,1.80
1180,2018-06-11 11:31:46,27.11,1.80
1181,2018-06-11 11:32:46,25.91,1.80
1182,2018-06-11 11:33:46,24.02,1.80
1183,2018-06-11 11:34:46,25.05,1.80
1184,2018-06-11 11:35:46,25.22,1.80
1185,2018-06-11 11:36:46,26.90,1.76
1186,2018-06-11 11:37:46,27.37,1.76
1187,2018-06-11 11:38:46,27.28,1.76
1188,2018-06-11 11:39:46,27.24,1.71
1189,2018-06-11 11:40:46,24.11,1.76
1190,2018-06-11 11:41:46,23.38,1.84
1191,2018-06-11 11:42:46,23.94,1.84
1192,2018-06-11 11:43:46,24.02,1.93
1193,2018-06-11 11:44:46,23.34,1.93
1194,2018-06-11 11:45:46,21.88,1.93
1195,2018-06-11 11:46:46,24.06,1.88
1196,2018-06-11 11:47:46,25.48,1.88
1197,2018-06-11 11:48:46,26.04,1.93
1198,2018-06-11 11:49:46,27.80,1.88
