Plot Title: 20366935,,between foam mylar,foam mylar air,mylar snow foam
#,"Date Time, GMT -0400","Temp, °C - 1","Temp, °C - 2","Temp, °C - 2"
513,2018-06-11 0:26:07,1.41,4.93,0.17
514,2018-06-11 0:27:07,1.46,5.10,0.17
515,2018-06-11 0:28:07,1.46,5.15,0.21
516,2018-06-11 0:29:07,1.41,5.32,0.17
517,2018-06-11 0:30:07,1.41,5.36,0.17
518,2018-06-11 0:31:07,1.41,5.15,0.21
519,2018-06-11 0:32:07,1.37,5.02,0.17
520,2018-06-11 0:33:07,1.41,5.06,0.17
521,2018-06-11 0:34:07,1.37,5.06,0.21
522,2018-06-11 0:35:07,1.37,5.02,0.21
523,2018-06-11 0:36:07,1.33,4.72,0.17
524,2018-06-11 0:37:07,1.37,4.63,0.21
525,2018-06-11 0:38:07,1.33,4.63,0.17
526,2018-06-11 0:39:07,1.33,4.72,0.17
527,2018-06-11 0:40:07,1.33,4.76,0.17
528,2018-06-11 0:41:07,1.33,4.80,0.21
529,2018-06-11 0:42:07,1.33,4.89,0.21
530,2018-06-11 0:43:07,1.28,4.59,0.21
531,2018-06-11 0:44:07,1.24,4.46,0.17
532,2018-06-11 0:45:07,1.28,4.46,0.17
533,2018-06-11 0:46:07,1.28,4.37,0.17
534,2018-06-11 0:47:07,1.28,4.50,0.17
535,2018-06-11 0:48:07,1.33,4.54,0.21
536,2018-06-11 0:49:07,1.24,4.42,0.21
537,2018-06-11 0:50:07,1.28,4.37,0.13
538,2018-06-11 0:51:07,1.28,4.33,0.17
539,2018-06-11 0:52:07,1.24,4.50,0.21
540,2018-06-11 0:53:07,1.28,4.59,0.17
541,2018-06-11 0:54:07,1.24,4.50,0.21
542,2018-06-11 0:55:07,1.24,4.24,0.21
543,2018-06-11 0:56:07,1.24,4.07,0.17
544,2018-06-11 0:57:07,1.24,4.29,0.21
545,2018-06-11 0:58:07,1.20,4.24,0.17
546,2018-06-11 0:59:07,1.20,4.42,0.17
547,2018-06-11 1:00:07,1.20,4.33,0.17
548,2018-06-11 1:01:07,1.20,4.42,0.21
549,2018-06-11 1:02:07,1.16,4.37,0.17
550,2018-06-11 1:03:07,1.16,4.33,0.17
551,2018-06-11 1:04:07,1.20,4.29,0.21
552,2018-06-11 1:05:07,1.20,4.16,0.17
553,2018-06-11 1:06:07,1.16,4.24,0.17
554,2018-06-11 1:07:07,1.11,4.24,0.21
555,2018-06-11 1:08:07,1.11,4.33,0.17
556,2018-06-11 1:09:07,1.16,4.42,0.21
557,2018-06-11 1:10:07,1.11,4.37,0.17
558,2018-06-11 1:11:07,1.16,4.46,0.25
559,2018-06-11 1:12:07,1.16,4.20,0.17
560,2018-06-11 1:13:07,1.07,4.16,0.17
561,2018-06-11 1:14:07,1.07,4.42,0.17
562,2018-06-11 1:15:07,1.07,4.42,0.17
563,2018-06-11 1:16:07,1.07,4.33,0.17
564,2018-06-11 1:17:07,1.07,4.33,0.17
565,2018-06-11 1:18:07,1.03,4.12,0.17
566,2018-06-11 1:19:07,1.03,4.07,0.17
567,2018-06-11 1:20:07,1.03,4.07,0.17
568,2018-06-11 1:21:07,0.94,3.90,0.17
569,2018-06-11 1:22:07,0.98,3.94,0.17
570,2018-06-11 1:23:07,1.03,3.90,0.17
571,2018-06-11 1:24:07,0.98,3.94,0.21
572,2018-06-11 1:25:07,0.94,3.94,0.17
573,2018-06-11 1:26:07,0.98,3.99,0.17
574,2018-06-11 1:27:07,0.94,4.03,0.17
575,2018-06-11 1:28:07,0.90,3.94,0.21
576,2018-06-11 1:29:07,0.94,3.64,0.21
577,2018-06-11 1:30:07,0.90,3.34,0.17
578,2018-06-11 1:31:07,0.90,3.30,0.17
579,2018-06-11 1:32:07,0.90,3.21,0.17
580,2018-06-11 1:33:07,0.90,3.34,0.21
581,2018-06-11 1:34:07,0.90,3.30,0.21
582,2018-06-11 1:35:07,0.86,3.34,0.13
583,2018-06-11 1:36:07,0.81,3.47,0.17
584,2018-06-11 1:37:07,0.77,3.56,0.17
585,2018-06-11 1:38:07,0.81,3.43,0.17
586,2018-06-11 1:39:07,0.77,3.39,0.17
587,2018-06-11 1:40:07,0.77,3.43,0.17
588,2018-06-11 1:41:07,0.73,3.43,0.17
589,2018-06-11 1:42:07,0.73,3.43,0.17
590,2018-06-11 1:43:07,0.68,3.47,0.21
591,2018-06-11 1:44:07,0.73,3.60,0.17
592,2018-06-11 1:45:07,0.64,3.34,0.17
593,2018-06-11 1:46:07,0.60,3.39,0.17
594,2018-06-11 1:47:07,0.60,3.43,0.17
595,2018-06-11 1:48:07,0.60,3.17,0.13
596,2018-06-11 1:49:07,0.55,3.30,0.17
597,2018-06-11 1:50:07,0.55,3.26,0.17
598,2018-06-11 1:51:07,0.47,3.17,0.17
599,2018-06-11 1:52:07,0.51,2.79,0.13
600,2018-06-11 1:53:07,0.43,2.74,0.13
601,2018-06-11 1:54:07,0.43,2.91,0.17
602,2018-06-11 1:55:07,0.38,3.09,0.17
603,2018-06-11 1:56:07,0.38,3.00,0.17
604,2018-06-11 1:57:07,0.38,3.13,0.13
605,2018-06-11 1:58:07,0.34,3.39,0.13
606,2018-06-11 1:59:07,0.34,3.52,0.17
607,2018-06-11 2:00:07,0.30,3.56,0.13
608,2018-06-11 2:01:07,0.25,3.47,0.17
609,2018-06-11 2:02:07,0.30,3.47,0.13
610,2018-06-11 2:03:07,0.21,3.56,0.17
611,2018-06-11 2:04:07,0.21,3.47,0.13
612,2018-06-11 2:05:07,0.13,3.43,0.13
613,2018-06-11 2:06:07,0.17,3.34,0.13
614,2018-06-11 2:07:07,0.13,3.13,0.13
615,2018-06-11 2:08:07,0.08,3.04,0.13
616,2018-06-11 2:09:07,0.08,2.96,0.13
617,2018-06-11 2:10:07,0.08,2.96,0.13
618,2018-06-11 2:11:07,0.04,2.96,0.13
619,2018-06-11 2:12:07,-0.00,3.04,0.13
620,2018-06-11 2:13:07,-0.00,3.04,0.13
621,2018-06-11 2:14:07,-0.00,3.13,0.13
622,2018-06-11 2:15:07,-0.09,2.87,0.08
623,2018-06-11 2:16:07,-0.09,2.83,0.08
624,2018-06-11 2:17:07,-0.09,3.04,0.13
625,2018-06-11 2:18:07,-0.13,3.17,0.08
626,2018-06-11 2:19:07,-0.13,3.13,0.13
627,2018-06-11 2:20:07,-0.13,2.91,0.13
628,2018-06-11 2:21:07,-0.22,2.74,0.08
629,2018-06-11 2:22:07,-0.17,2.74,0.13
630,2018-06-11 2:23:07,-0.17,2.61,0.08
631,2018-06-11 2:24:07,-0.22,2.66,0.08
632,2018-06-11 2:25:07,-0.26,2.79,0.08
633,2018-06-11 2:26:07,-0.26,2.74,0.08
634,2018-06-11 2:27:07,-0.26,2.74,0.13
635,2018-06-11 2:28:07,-0.30,2.91,0.08
636,2018-06-11 2:29:07,-0.30,2.96,0.13
637,2018-06-11 2:30:07,-0.35,2.70,0.13
638,2018-06-11 2:31:07,-0.35,2.57,0.08
639,2018-06-11 2:32:07,-0.43,2.66,0.04
640,2018-06-11 2:33:07,-0.35,2.96,0.13
641,2018-06-11 2:34:07,-0.39,2.96,0.08
642,2018-06-11 2:35:07,-0.43,3.00,0.13
643,2018-06-11 2:36:07,-0.43,2.96,0.08
644,2018-06-11 2:37:07,-0.43,2.74,0.13
645,2018-06-11 2:38:07,-0.47,2.70,0.13
646,2018-06-11 2:39:07,-0.47,2.87,0.08
647,2018-06-11 2:40:07,-0.43,2.87,0.08
648,2018-06-11 2:41:07,-0.52,2.83,0.08
649,2018-06-11 2:42:07,-0.52,2.96,0.13
650,2018-06-11 2:43:07,-0.56,3.00,0.13
651,2018-06-11 2:44:07,-0.60,2.87,0.08
652,2018-06-11 2:45:07,-0.60,2.70,0.13
653,2018-06-11 2:46:07,-0.60,2.57,0.13
654,2018-06-11 2:47:07,-0.65,2.66,0.13
655,2018-06-11 2:48:07,-0.65,2.27,0.08
656,2018-06-11 2:49:07,-0.65,2.49,0.13
657,2018-06-11 2:50:07,-0.65,2.27,0.13
658,2018-06-11 2:51:07,-0.69,2.40,0.13
659,2018-06-11 2:52:07,-0.69,2.40,0.13
660,2018-06-11 2:53:07,-0.73,2.61,0.13
661,2018-06-11 2:54:07,-0.77,2.66,0.08
662,2018-06-11 2:55:07,-0.77,2.49,0.04
663,2018-06-11 2:56:07,-0.82,2.36,0.13
664,2018-06-11 2:57:07,-0.77,2.27,0.08
665,2018-06-11 2:58:07,-0.82,2.70,0.08
666,2018-06-11 2:59:07,-0.82,2.49,0.08
667,2018-06-11 3:00:07,-0.82,1.84,0.08
668,2018-06-11 3:01:07,-0.86,2.01,0.04
669,2018-06-11 3:02:07,-0.90,2.23,0.13
670,2018-06-11 3:03:07,-0.95,2.44,0.08
671,2018-06-11 3:04:07,-0.95,2.53,0.04
672,2018-06-11 3:05:07,-0.99,2.23,0.08
673,2018-06-11 3:06:07,-0.99,2.14,0.04
674,2018-06-11 3:07:07,-1.08,2.19,0.13
675,2018-06-11 3:08:07,-1.08,2.27,0.08
676,2018-06-11 3:09:07,-1.08,2.40,0.08
677,2018-06-11 3:10:07,-1.08,2.23,0.04
678,2018-06-11 3:11:07,-1.12,2.23,0.04
679,2018-06-11 3:12:07,-1.12,2.36,0.08
680,2018-06-11 3:13:07,-1.16,2.36,0.08
681,2018-06-11 3:14:07,-1.16,2.36,0.08
682,2018-06-11 3:15:07,-1.16,2.27,0.04
683,2018-06-11 3:16:07,-1.16,2.23,0.08
684,2018-06-11 3:17:07,-1.20,2.40,0.08
685,2018-06-11 3:18:07,-1.20,2.36,0.08
686,2018-06-11 3:19:07,-1.25,2.36,0.08
687,2018-06-11 3:20:07,-1.25,2.40,0.08
688,2018-06-11 3:21:07,-1.25,2.49,0.08
689,2018-06-11 3:22:07,-1.25,2.36,0.04
690,2018-06-11 3:23:07,-1.29,2.36,0.04
691,2018-06-11 3:24:07,-1.33,2.19,0.04
692,2018-06-11 3:25:07,-1.33,1.93,-0.00
693,2018-06-11 3:26:07,-1.33,1.97,0.04
694,2018-06-11 3:27:07,-1.33,1.80,-0.00
695,2018-06-11 3:28:07,-1.42,1.76,-0.00
696,2018-06-11 3:29:07,-1.38,1.80,0.04
697,2018-06-11 3:30:07,-1.38,1.97,-0.05
698,2018-06-11 3:31:07,-1.42,2.19,-0.00
699,2018-06-11 3:32:07,-1.42,2.23,-0.00
700,2018-06-11 3:33:07,-1.46,2.27,-0.00
701,2018-06-11 3:34:07,-1.50,2.27,0.04
702,2018-06-11 3:35:07,-1.50,2.36,0.08
703,2018-06-11 3:36:07,-1.50,2.23,0.08
704,2018-06-11 3:37:07,-1.50,2.19,0.08
705,2018-06-11 3:38:07,-1.59,1.76,0.04
706,2018-06-11 3:39:07,-1.59,1.80,0.04
707,2018-06-11 3:40:07,-1.63,1.97,0.04
708,2018-06-11 3:41:07,-1.63,2.19,0.08
709,2018-06-11 3:42:07,-1.59,2.23,0.04
710,2018-06-11 3:43:07,-1.63,2.14,0.08
711,2018-06-11 3:44:07,-1.63,2.19,-0.00
712,2018-06-11 3:45:07,-1.63,2.23,0.04
713,2018-06-11 3:46:07,-1.68,2.27,-0.00
714,2018-06-11 3:47:07,-1.68,2.19,0.04
715,2018-06-11 3:48:07,-1.68,2.44,0.04
716,2018-06-11 3:49:07,-1.68,2.44,0.04
717,2018-06-11 3:50:07,-1.68,2.44,-0.00
718,2018-06-11 3:51:07,-1.72,2.10,-0.00
719,2018-06-11 3:52:07,-1.72,2.06,0.04
720,2018-06-11 3:53:07,-1.72,2.01,-0.00
721,2018-06-11 3:54:07,-1.76,2.06,0.04
722,2018-06-11 3:55:07,-1.76,2.23,-0.05
723,2018-06-11 3:56:07,-1.76,2.14,-0.00
724,2018-06-11 3:57:07,-1.76,2.14,-0.00
725,2018-06-11 3:58:07,-1.76,1.97,-0.00
726,2018-06-11 3:59:07,-1.76,1.80,0.04
727,2018-06-11 4:00:07,-1.80,1.71,-0.00
728,2018-06-11 4:01:07,-1.85,1.71,0.04
729,2018-06-11 4:02:07,-1.85,1.67,0.04
730,2018-06-11 4:03:07,-1.80,1.41,0.04
731,2018-06-11 4:04:07,-1.80,1.37,0.04
732,2018-06-11 4:05:07,-1.85,1.28,-0.00
733,2018-06-11 4:06:07,-1.85,1.28,-0.00
734,2018-06-11 4:07:07,-1.85,1.37,0.04
735,2018-06-11 4:08:07,-1.85,1.63,-0.00
736,2018-06-11 4:09:07,-1.85,1.63,-0.05
737,2018-06-11 4:10:07,-1.85,1.63,-0.00
738,2018-06-11 4:11:07,-1.85,1.63,-0.00
739,2018-06-11 4:12:07,-1.89,1.76,0.08
740,2018-06-11 4:13:07,-1.89,1.93,-0.00
741,2018-06-11 4:14:07,-1.89,1.93,-0.05
742,2018-06-11 4:15:07,-1.89,1.80,-0.00
743,2018-06-11 4:16:07,-1.89,1.93,-0.00
744,2018-06-11 4:17:07,-1.93,1.84,-0.05
745,2018-06-11 4:18:07,-1.93,1.37,-0.00
746,2018-06-11 4:19:07,-1.93,1.16,-0.00
747,2018-06-11 4:20:07,-1.89,1.46,-0.00
748,2018-06-11 4:21:07,-1.93,1.58,0.04
749,2018-06-11 4:22:07,-1.93,1.46,0.04
750,2018-06-11 4:23:07,-1.93,1.63,-0.00
751,2018-06-11 4:24:07,-1.98,1.84,-0.00
752,2018-06-11 4:25:07,-1.89,1.67,-0.00
753,2018-06-11 4:26:07,-1.93,1.11,0.04
754,2018-06-11 4:27:07,-1.98,1.20,-0.00
755,2018-06-11 4:28:07,-1.93,1.37,0.04
756,2018-06-11 4:29:07,-1.98,1.54,0.04
757,2018-06-11 4:30:07,-1.98,1.58,-0.00
758,2018-06-11 4:31:07,-1.98,1.46,0.04
759,2018-06-11 4:32:07,-1.98,1.41,0.04
760,2018-06-11 4:33:07,-1.98,1.33,-0.00
761,2018-06-11 4:34:07,-1.98,1.41,-0.00
762,2018-06-11 4:35:07,-1.93,1.50,-0.05
763,2018-06-11 4:36:07,-1.98,1.50,-0.00
764,2018-06-11 4:37:07,-2.02,1.33,0.04
765,2018-06-11 4:38:07,-1.93,1.33,-0.00
766,2018-06-11 4:39:07,-1.98,1.16,-0.00
767,2018-06-11 4:40:07,-1.98,0.98,-0.00
768,2018-06-11 4:41:07,-1.98,1.16,-0.05
769,2018-06-11 4:42:07,-1.98,1.20,-0.00
770,2018-06-11 4:43:07,-1.98,1.20,0.04
771,2018-06-11 4:44:07,-1.98,1.07,-0.00
772,2018-06-11 4:45:07,-2.06,1.03,-0.00
773,2018-06-11 4:46:07,-1.98,0.86,-0.00
774,2018-06-11 4:47:07,-2.06,0.64,0.04
775,2018-06-11 4:48:07,-2.02,0.47,-0.00
776,2018-06-11 4:49:07,-2.06,0.30,-0.00
777,2018-06-11 4:50:07,-2.10,0.25,-0.05
778,2018-06-11 4:51:07,-2.06,0.51,-0.05
779,2018-06-11 4:52:07,-2.15,0.68,0.04
780,2018-06-11 4:53:07,-2.15,0.73,-0.00
781,2018-06-11 4:54:07,-2.15,0.43,-0.00
782,2018-06-11 4:55:07,-2.15,0.68,-0.00
783,2018-06-11 4:56:07,-2.19,0.73,0.04
784,2018-06-11 4:57:07,-2.19,0.47,-0.05
785,2018-06-11 4:58:07,-2.23,0.64,-0.00
786,2018-06-11 4:59:07,-2.23,0.90,-0.05
787,2018-06-11 5:00:07,-2.23,1.07,-0.00
788,2018-06-11 5:01:07,-2.23,1.28,0.04
789,2018-06-11 5:02:07,-2.28,1.37,-0.09
790,2018-06-11 5:03:07,-2.32,1.41,-0.00
791,2018-06-11 5:04:07,-2.32,1.16,-0.00
792,2018-06-11 5:05:07,-2.32,0.98,-0.00
793,2018-06-11 5:06:07,-2.32,1.11,-0.00
794,2018-06-11 5:07:07,-2.28,1.11,-0.05
795,2018-06-11 5:08:07,-2.32,1.03,-0.05
796,2018-06-11 5:09:07,-2.28,1.03,-0.00
797,2018-06-11 5:10:07,-2.36,1.11,0.04
798,2018-06-11 5:11:07,-2.32,1.16,-0.00
799,2018-06-11 5:12:07,-2.32,1.24,-0.05
800,2018-06-11 5:13:07,-2.32,1.07,-0.00
801,2018-06-11 5:14:07,-2.28,1.28,0.04
802,2018-06-11 5:15:07,-2.28,1.33,-0.00
803,2018-06-11 5:16:07,-2.32,1.41,-0.00
804,2018-06-11 5:17:07,-2.28,1.28,-0.00
805,2018-06-11 5:18:07,-2.32,1.20,-0.00
806,2018-06-11 5:19:07,-2.28,1.37,-0.00
807,2018-06-11 5:20:07,-2.32,1.71,0.04
808,2018-06-11 5:21:07,-2.28,1.41,0.04
809,2018-06-11 5:22:07,-2.28,1.46,-0.00
810,2018-06-11 5:23:07,-2.28,1.37,-0.00
811,2018-06-11 5:24:07,-2.23,1.46,-0.00
812,2018-06-11 5:25:07,-2.23,1.46,-0.05
813,2018-06-11 5:26:07,-2.23,1.71,-0.00
814,2018-06-11 5:27:07,-2.23,1.88,0.04
815,2018-06-11 5:28:07,-2.19,1.76,-0.05
816,2018-06-11 5:29:07,-2.23,1.67,-0.00
817,2018-06-11 5:30:07,-2.23,1.76,-0.05
818,2018-06-11 5:31:07,-2.23,1.54,-0.00
819,2018-06-11 5:32:07,-2.23,1.07,-0.00
820,2018-06-11 5:33:07,-2.23,0.77,0.04
821,2018-06-11 5:34:07,-2.19,0.94,-0.00
822,2018-06-11 5:35:07,-2.23,1.16,0.04
823,2018-06-11 5:36:07,-2.19,1.24,-0.00
824,2018-06-11 5:37:07,-2.19,1.24,-0.05
825,2018-06-11 5:38:07,-2.15,1.20,-0.00
826,2018-06-11 5:39:07,-2.15,1.20,-0.05
827,2018-06-11 5:40:07,-2.19,1.20,-0.05
828,2018-06-11 5:41:07,-2.15,1.16,-0.00
829,2018-06-11 5:42:07,-2.15,1.20,-0.00
830,2018-06-11 5:43:07,-2.15,1.11,-0.00
831,2018-06-11 5:44:07,-2.15,1.20,-0.00
832,2018-06-11 5:45:07,-2.10,1.07,0.04
833,2018-06-11 5:46:07,-2.10,0.94,0.04
834,2018-06-11 5:47:07,-2.15,0.90,0.04
835,2018-06-11 5:48:07,-2.10,1.20,-0.00
836,2018-06-11 5:49:07,-2.10,1.20,-0.00
837,2018-06-11 5:50:07,-2.15,1.37,-0.00
838,2018-06-11 5:51:07,-2.15,1.37,-0.00
839,2018-06-11 5:52:07,-2.06,1.33,0.04
840,2018-06-11 5:53:07,-2.10,1.37,-0.00
841,2018-06-11 5:54:07,-2.15,1.33,0.04
842,2018-06-11 5:55:07,-2.10,1.24,0.08
843,2018-06-11 5:56:07,-2.15,1.24,-0.00
844,2018-06-11 5:57:07,-2.15,1.11,-0.00
845,2018-06-11 5:58:07,-2.19,1.16,-0.00
846,2018-06-11 5:59:07,-2.19,1.07,-0.00
847,2018-06-11 6:00:07,-2.15,1.03,-0.00
848,2018-06-11 6:01:07,-2.19,0.94,0.04
849,2018-06-11 6:02:07,-2.19,1.07,0.04
850,2018-06-11 6:03:07,-2.19,1.24,0.04
851,2018-06-11 6:04:07,-2.19,1.41,-0.05
852,2018-06-11 6:05:07,-2.23,1.37,-0.00
853,2018-06-11 6:06:07,-2.23,1.33,-0.00
854,2018-06-11 6:07:07,-2.23,1.46,0.04
855,2018-06-11 6:08:07,-2.23,1.54,-0.00
856,2018-06-11 6:09:07,-2.23,1.80,-0.00
857,2018-06-11 6:10:07,-2.28,1.80,-0.00
858,2018-06-11 6:11:07,-2.23,1.71,-0.00
859,2018-06-11 6:12:07,-2.23,1.76,-0.00
860,2018-06-11 6:13:07,-2.28,1.71,-0.00
861,2018-06-11 6:14:07,-2.28,1.71,-0.00
862,2018-06-11 6:15:07,-2.28,1.71,-0.00
863,2018-06-11 6:16:07,-2.23,1.71,-0.00
864,2018-06-11 6:17:07,-2.23,1.80,-0.00
865,2018-06-11 6:18:07,-2.28,1.84,0.04
866,2018-06-11 6:19:07,-2.23,1.80,0.04
867,2018-06-11 6:20:07,-2.19,1.80,0.08
868,2018-06-11 6:21:07,-2.23,1.80,-0.00
869,2018-06-11 6:22:07,-2.23,1.88,0.04
870,2018-06-11 6:23:07,-2.23,2.01,-0.05
871,2018-06-11 6:24:07,-2.23,2.49,0.04
872,2018-06-11 6:25:07,-2.23,2.44,0.04
873,2018-06-11 6:26:07,-2.23,2.36,-0.00
874,2018-06-11 6:27:07,-2.28,2.19,-0.00
875,2018-06-11 6:28:07,-2.19,2.36,0.04
876,2018-06-11 6:29:07,-2.19,2.27,0.04
877,2018-06-11 6:30:07,-2.19,2.40,0.08
878,2018-06-11 6:31:07,-2.23,2.83,0.04
879,2018-06-11 6:32:07,-2.23,2.83,0.04
880,2018-06-11 6:33:07,-2.28,2.83,-0.00
881,2018-06-11 6:34:07,-2.23,2.96,0.04
882,2018-06-11 6:35:07,-2.19,3.04,0.04
883,2018-06-11 6:36:07,-2.23,3.17,0.04
884,2018-06-11 6:37:07,-2.19,3.34,0.04
885,2018-06-11 6:38:07,-2.23,3.47,0.08
886,2018-06-11 6:39:07,-2.19,3.56,-0.00
887,2018-06-11 6:40:07,-2.19,3.77,0.04
888,2018-06-11 6:41:07,-2.19,3.99,0.04
889,2018-06-11 6:42:07,-2.23,4.03,0.04
890,2018-06-11 6:43:07,-2.19,3.99,0.08
891,2018-06-11 6:44:07,-2.15,3.86,0.08
892,2018-06-11 6:45:07,-2.19,3.90,0.08
893,2018-06-11 6:46:07,-2.15,4.07,0.04
894,2018-06-11 6:47:07,-2.15,4.24,0.08
895,2018-06-11 6:48:07,-2.10,4.24,0.04
896,2018-06-11 6:49:07,-2.06,4.20,0.08
897,2018-06-11 6:50:07,-2.06,4.12,0.08
898,2018-06-11 6:51:07,-1.98,4.24,0.04
899,2018-06-11 6:52:07,-2.02,4.29,0.04
900,2018-06-11 6:53:07,-1.98,4.42,0.04
901,2018-06-11 6:54:07,-1.98,4.59,0.04
902,2018-06-11 6:55:07,-1.98,4.54,0.04
903,2018-06-11 6:56:07,-1.98,4.63,0.04
904,2018-06-11 6:57:07,-1.89,4.59,0.08
905,2018-06-11 6:58:07,-1.93,4.54,0.08
906,2018-06-11 6:59:07,-1.89,4.54,0.04
907,2018-06-11 7:00:07,-1.85,4.76,0.08
908,2018-06-11 7:01:07,-1.85,5.06,0.13
909,2018-06-11 7:02:07,-1.80,5.27,0.08
910,2018-06-11 7:03:07,-1.85,5.32,0.04
911,2018-06-11 7:04:07,-1.85,5.75,0.04
912,2018-06-11 7:05:07,-1.76,6.52,0.13
913,2018-06-11 7:06:07,-1.80,6.78,0.08
914,2018-06-11 7:07:07,-1.76,6.90,0.08
915,2018-06-11 7:08:07,-1.76,6.73,0.08
916,2018-06-11 7:09:07,-1.72,6.48,0.04
917,2018-06-11 7:10:07,-1.68,6.69,0.08
918,2018-06-11 7:11:07,-1.72,7.08,0.08
919,2018-06-11 7:12:07,-1.63,7.42,0.08
920,2018-06-11 7:13:07,-1.63,7.63,0.08
921,2018-06-11 7:14:07,-1.68,8.32,0.13
922,2018-06-11 7:15:07,-1.68,8.41,0.08
923,2018-06-11 7:16:07,-1.55,7.98,0.13
924,2018-06-11 7:17:07,-1.59,7.46,0.08
925,2018-06-11 7:18:07,-1.55,6.86,0.13
926,2018-06-11 7:19:07,-1.46,6.39,0.08
927,2018-06-11 7:20:07,-1.42,6.26,0.08
928,2018-06-11 7:21:07,-1.46,6.26,0.13
929,2018-06-11 7:22:07,-1.38,6.17,0.08
930,2018-06-11 7:23:07,-1.38,6.17,0.13
931,2018-06-11 7:24:07,-1.33,6.05,0.08
932,2018-06-11 7:25:07,-1.29,6.13,0.13
933,2018-06-11 7:26:07,-1.29,6.17,0.13
934,2018-06-11 7:27:07,-1.25,6.09,0.08
935,2018-06-11 7:28:07,-1.20,6.17,0.13
936,2018-06-11 7:29:07,-1.16,6.26,0.13
937,2018-06-11 7:30:07,-1.12,6.39,0.13
938,2018-06-11 7:31:07,-1.12,6.56,0.13
939,2018-06-11 7:32:07,-1.12,6.73,0.13
940,2018-06-11 7:33:07,-1.03,7.16,0.13
941,2018-06-11 7:34:07,-1.03,7.68,0.13
942,2018-06-11 7:35:07,-0.99,8.53,0.13
943,2018-06-11 7:36:07,-0.95,9.61,0.13
944,2018-06-11 7:37:07,-0.95,10.77,0.13
945,2018-06-11 7:38:07,-0.86,12.01,0.13
946,2018-06-11 7:39:07,-0.77,13.21,0.13
947,2018-06-11 7:40:07,-0.82,14.84,0.17
948,2018-06-11 7:41:07,-0.77,16.08,0.13
949,2018-06-11 7:42:07,-0.69,17.89,0.13
950,2018-06-11 7:43:07,-0.69,18.44,0.13
951,2018-06-11 7:44:07,-0.65,19.30,0.17
952,2018-06-11 7:45:07,-0.60,20.33,0.17
953,2018-06-11 7:46:07,-0.52,21.10,0.17
954,2018-06-11 7:47:07,-0.47,21.23,0.17
955,2018-06-11 7:48:07,-0.39,21.62,0.21
956,2018-06-11 7:49:07,-0.30,21.92,0.21
957,2018-06-11 7:50:07,-0.22,22.18,0.17
958,2018-06-11 7:51:07,-0.09,21.62,0.17
959,2018-06-11 7:52:07,0.04,20.50,0.21
960,2018-06-11 7:53:07,0.13,19.86,0.17
961,2018-06-11 7:54:07,0.25,19.95,0.17
962,2018-06-11 7:55:07,0.38,19.99,0.21
963,2018-06-11 7:56:07,0.51,19.86,0.21
964,2018-06-11 7:57:07,0.68,20.03,0.25
965,2018-06-11 7:58:07,0.81,19.69,0.17
966,2018-06-11 7:59:07,0.94,19.47,0.21
967,2018-06-11 8:00:07,1.07,19.17,0.21
968,2018-06-11 8:01:07,1.24,19.56,0.30
969,2018-06-11 8:02:07,1.37,19.00,0.25
970,2018-06-11 8:03:07,1.54,20.85,0.25
971,2018-06-11 8:04:07,1.67,20.12,0.25
972,2018-06-11 8:05:07,1.84,20.59,0.30
973,2018-06-11 8:06:07,1.97,21.92,0.34
974,2018-06-11 8:07:07,2.06,21.23,0.30
975,2018-06-11 8:08:07,2.23,20.89,0.38
976,2018-06-11 8:09:07,2.44,20.59,0.38
977,2018-06-11 8:10:07,2.53,21.02,0.43
978,2018-06-11 8:11:07,2.74,21.79,0.47
979,2018-06-11 8:12:07,2.87,22.82,0.47
980,2018-06-11 8:13:07,3.00,23.16,0.43
981,2018-06-11 8:14:07,3.26,23.08,0.43
982,2018-06-11 8:15:07,3.39,22.91,0.47
983,2018-06-11 8:16:07,3.52,22.95,0.51
984,2018-06-11 8:17:07,3.60,23.16,0.55
985,2018-06-11 8:18:07,3.77,22.52,0.51
986,2018-06-11 8:19:07,3.94,23.76,0.51
987,2018-06-11 8:20:07,4.07,24.06,0.51
988,2018-06-11 8:21:07,4.20,25.27,0.55
989,2018-06-11 8:22:07,4.29,25.52,0.55
990,2018-06-11 8:23:07,4.42,24.15,0.55
991,2018-06-11 8:24:07,4.54,24.62,0.51
992,2018-06-11 8:25:07,4.67,24.36,0.55
993,2018-06-11 8:26:07,4.89,24.02,0.55
994,2018-06-11 8:27:07,5.02,23.89,0.55
995,2018-06-11 8:28:07,5.23,23.81,0.55
996,2018-06-11 8:29:07,5.27,23.21,0.60
997,2018-06-11 8:30:07,5.49,23.12,0.64
998,2018-06-11 8:31:07,5.57,23.89,0.68
999,2018-06-11 8:32:07,5.66,24.11,0.73
1000,2018-06-11 8:33:07,5.75,24.19,0.68
1001,2018-06-11 8:34:07,5.87,25.39,0.68
1002,2018-06-11 8:35:07,6.00,26.12,0.73
1003,2018-06-11 8:36:07,6.09,24.58,0.68
1004,2018-06-11 8:37:07,6.22,24.19,0.64
1005,2018-06-11 8:38:07,6.30,23.46,0.73
1006,2018-06-11 8:39:07,6.48,23.94,0.73
1007,2018-06-11 8:40:07,6.52,24.54,0.81
1008,2018-06-11 8:41:07,6.60,25.01,0.81
1009,2018-06-11 8:42:07,6.73,25.65,0.81
